id,loan_amnt,term,interest_rate,grade,employment_length,purpose,credit_score,application_type,loan_status
13620,2180.791062,3 years,10.13316044,A1,3 years,debt_consolidation,791.1589266,Individual,0
13621,1162.686598,3 years,14.53726973,C4,2 years,debt_consolidation,661.031954,Individual,0
13622,2353.417679,3 years,11.22450187,B3,5 years,debt_consolidation,678.5109203,Individual,0
13623,1608.965566,3 years,7.41588767,A2,7 years,debt_consolidation,721.4445313,Individual,0
13624,2488.551866,3 years,11.39765278,B5,10 years,debt_consolidation,680.3702169,Individual,0
13625,1110.538283,3 years,8.303074187,B1,10 years,credit_card,657.3352188,Individual,1
13626,2279.998135,3 years,8.646906833,A5,10 years,debt_consolidation,720.7253029,Individual,0
13627,1095.041785,3 years,14.78930245,C2,1 year,credit_card,700.6522755,Individual,1
13628,1203.55056,3 years,11.01177611,B1,10 years,medical,709.2411332,Individual,1
13629,1146.753082,3 years,6.885277508,A3,4 years,debt_consolidation,792.0054342,Individual,0
13630,2385.935665,5 years,24.05035521,E4,10 years,debt_consolidation,679.6604289,Joint App,0
13631,1217.103099,3 years,8.019078438,B1,10 years,debt_consolidation,681.7732745,Individual,0
13632,3406.183511,5 years,17.90597695,D5,7 years,debt_consolidation,666.5344725,Individual,0
13633,1074.087622,3 years,13.49013305,C4,3 years,debt_consolidation,659.8384548,Individual,1
13634,1127.516523,3 years,13.26874255,B5,4 years,credit_card,683.1949706,Individual,0
13635,1051.570576,3 years,6.797646143,A4,10 years,debt_consolidation,713.5654314,Individual,0
13636,1629.286254,5 years,18.24186875,D2,10 years,debt_consolidation,677.83265,Individual,0
13637,1122.814913,5 years,14.86560644,C4,4 years,debt_consolidation,717.3752811,Individual,0
13638,1190.279827,3 years,8.522276754,A5,2 years,debt_consolidation,693.4638136,Individual,0
13639,1182.248595,3 years,18.75200492,D1,10 years,other,657.6912782,Individual,0
13640,1020.648701,3 years,5.675375335,A2,6 years,debt_consolidation,736.593341,Individual,0
13641,1171.228871,3 years,13.58944324,D4,0 years,debt_consolidation,659.8609539,Joint App,0
13642,1099.624791,3 years,13.51192575,B4,0 years,debt_consolidation,657.6561878,Individual,0
13643,1093.686476,3 years,14.18912864,C2,9 years,car,659.9034943,Individual,0
13644,960.1406079,3 years,18.34474119,D4,10 years,debt_consolidation,655.8711985,Individual,1
13645,1150.717628,3 years,8.821946744,A5,10 years,credit_card,712.3705668,Individual,0
13646,1172.589628,5 years,24.14491299,D5,7 years,debt_consolidation,663.2138992,Individual,0
13647,1212.356836,3 years,10.62840276,B4,4 years,home_improvement,663.7737565,Individual,0
13648,1682.089315,3 years,23.0304697,A3,5 years,debt_consolidation,790.6894841,Individual,0
13649,1523.452719,5 years,22.9549016,E4,2 years,debt_consolidation,682.7447662,Joint App,0
13650,2471.580045,3 years,11.14017002,B1,10 years,debt_consolidation,656.1729218,Individual,1
13651,500.2685017,3 years,18.76129721,B5,10 years,other,659.0902931,Individual,0
13652,3452.228112,5 years,18.18342425,D5,10 years,debt_consolidation,661.6355434,Individual,0
13653,1210.005852,3 years,14.13891095,C1,5 years,debt_consolidation,656.6594222,Individual,1
13654,1107.660562,3 years,13.36848938,C2,0 years,debt_consolidation,658.1056189,Joint App,0
13655,512.1869555,3 years,7.560504465,C4,10 years,other,787.1423792,Individual,0
13656,1590.317747,5 years,26.04731561,D3,0 years,debt_consolidation,710.5932889,Individual,0
13657,1118.439005,3 years,17.72935252,D3,10 years,credit_card,658.2871331,Individual,0
13658,3304.331552,3 years,6.72932261,C5,6 years,house,719.3821703,Individual,0
13659,1055.551706,3 years,18.25392348,D2,1 year,other,657.2986678,Individual,0
13660,1088.336325,3 years,14.91763471,C2,10 years,credit_card,656.5598123,Joint App,0
13661,2391.015968,5 years,13.48440371,C3,3 years,debt_consolidation,734.8624928,Individual,0
13662,3205.302259,5 years,18.09853879,D4,1 year,credit_card,678.6873861,Individual,0
13663,1164.171347,3 years,11.21105834,B3,3 years,home_improvement,702.7047964,Individual,0
13664,1690.918131,3 years,10.92452332,B3,10 years,debt_consolidation,676.5831828,Individual,0
13665,1195.08599,5 years,14.13832617,C1,3 years,debt_consolidation,679.2099851,Individual,0
13666,1090.265272,3 years,18.79062557,D3,10 years,debt_consolidation,661.0788737,Individual,1
13667,2230.960298,3 years,18.3410439,D3,0 years,debt_consolidation,657.4466114,Individual,1
13668,2444.139595,3 years,11.20459154,B3,7 years,credit_card,683.4756478,Individual,0
13669,677.942374,3 years,11.27488067,B3,10 years,credit_card,661.6152515,Individual,1
13670,1097.165895,3 years,13.10785572,C1,4 years,credit_card,657.8865974,Individual,1
13671,563.8318033,5 years,13.01353502,C4,9 years,debt_consolidation,660.9919011,Individual,0
13672,1483.904994,3 years,13.9123727,B5,0 years,credit_card,658.44644,Individual,0
13673,1182.3711,3 years,14.38575019,C2,5 years,credit_card,663.8317054,Joint App,0
13674,640.4710221,3 years,11.31351087,B4,10 years,debt_consolidation,713.1290909,Individual,0
13675,944.3789475,5 years,12.6485584,C4,0 years,credit_card,712.7448677,Individual,0
13676,1615.477279,5 years,22.56477128,D4,3 years,credit_card,690.8397485,Individual,1
13677,1250.501441,3 years,11.13394021,B2,10 years,credit_card,713.6271316,Individual,0
13678,3403.468343,5 years,17.86173129,D2,8 years,small_business,676.2720118,Individual,0
13679,1560.753428,3 years,11.75503694,B3,8 years,debt_consolidation,678.2122256,Individual,0
13680,651.8780782,3 years,13.4288393,C4,9 years,debt_consolidation,679.2550083,Individual,1
13681,1065.365832,3 years,18.20876193,D3,10 years,small_business,657.5844295,Individual,0
13682,679.5372844,3 years,11.09101898,B1,1 year,home_improvement,680.8610602,Individual,0
13683,2226.985096,3 years,10.53392283,B4,0 years,debt_consolidation,683.3578,Joint App,0
13684,682.3789234,3 years,13.48562607,C2,9 years,credit_card,657.9709584,Individual,1
13685,1024.540048,3 years,17.67522,D3,4 years,debt_consolidation,679.7109518,Individual,1
13686,1418.71623,3 years,17.59599394,C5,6 years,house,656.9354531,Individual,0
13687,2192.987108,5 years,19.55919783,D4,4 years,debt_consolidation,656.9453765,Individual,1
13688,1173.967056,3 years,10.35317162,B5,6 years,debt_consolidation,785.7221123,Individual,0
13689,3399.986639,5 years,23.46553653,A3,10 years,debt_consolidation,680.5371806,Individual,0
13690,2225.089578,5 years,14.51722041,C3,0 years,credit_card,692.3018908,Individual,0
13691,1486.193196,5 years,18.35526412,D4,10 years,other,662.6869468,Individual,1
13692,635.5547898,3 years,8.098088222,A5,10 years,debt_consolidation,720.2254325,Individual,0
13693,665.2410781,3 years,14.72597006,B5,1 year,debt_consolidation,661.859349,Individual,0
13694,1195.943158,3 years,8.272169125,B4,9 years,debt_consolidation,683.8535374,Individual,0
13695,2365.670063,5 years,17.72420504,D3,10 years,debt_consolidation,681.4531859,Individual,0
13696,992.6730804,3 years,16.98703605,D2,6 years,house,722.8628635,Individual,0
13697,1543.977362,5 years,13.43731271,C2,0 years,debt_consolidation,658.8673414,Joint App,0
13698,1553.128066,5 years,22.5360082,D5,10 years,credit_card,660.580553,Individual,1
13699,1181.613934,3 years,11.38545767,D3,4 years,debt_consolidation,680.5756899,Individual,1
13700,3547.41839,5 years,24.19609743,B2,0 years,debt_consolidation,713.8308513,Individual,0
13701,1191.120475,3 years,11.09989008,B4,6 years,debt_consolidation,680.5739489,Individual,0
13702,2308.361225,5 years,19.04855391,D4,9 years,debt_consolidation,659.4966228,Individual,0
13703,2501.51684,5 years,17.90968202,D3,10 years,small_business,688.3305366,Individual,0
13704,1123.29282,3 years,11.55603324,B3,8 years,debt_consolidation,680.2265741,Individual,0
13705,1154.491425,3 years,10.42993013,B3,9 years,debt_consolidation,657.9330152,Individual,1
13706,2254.203002,5 years,14.7608189,C4,10 years,debt_consolidation,660.4366772,Joint App,1
13707,1644.714806,3 years,8.189603177,B1,10 years,debt_consolidation,655.5489447,Individual,0
13708,3397.906587,3 years,10.75782052,B1,10 years,credit_card,721.3010473,Individual,0
13709,3192.822741,3 years,11.15026345,B3,10 years,home_improvement,700.4533397,Individual,0
13710,1095.384079,3 years,11.34760603,B2,0 years,debt_consolidation,678.7943186,Individual,0
13711,1554.014069,3 years,11.204155,B4,0 years,credit_card,676.3403329,Individual,0
13712,1670.56738,3 years,18.04615281,D2,10 years,debt_consolidation,658.1302408,Individual,1
13713,1185.406278,5 years,22.26153477,C2,0 years,debt_consolidation,680.9448693,Individual,1
13714,1511.428637,5 years,13.83279054,D3,6 years,debt_consolidation,679.304779,Individual,0
13715,1681.717957,5 years,24.74829036,C2,10 years,debt_consolidation,663.801438,Individual,0
13716,2416.602343,5 years,22.76312522,D5,3 years,debt_consolidation,711.0525027,Individual,1
13717,1131.901697,3 years,13.13673446,B4,5 years,credit_card,658.4694997,Individual,0
13718,2076.29895,3 years,8.144049021,A1,10 years,debt_consolidation,797.7926879,Individual,0
13719,1134.665686,3 years,11.66387157,B5,10 years,debt_consolidation,678.5708803,Individual,0
13720,1037.998437,3 years,6.393546505,A3,4 years,home_improvement,788.9569204,Individual,0
13721,964.8340211,3 years,11.18756847,B2,7 years,debt_consolidation,713.6283003,Individual,0
13722,1471.270837,3 years,13.71947746,C2,6 years,debt_consolidation,681.0937179,Individual,0
13723,1134.817659,3 years,8.469546628,A5,10 years,credit_card,711.2013813,Individual,0
13724,1076.665869,3 years,8.546351917,A5,7 years,credit_card,656.0263468,Individual,0
13725,1112.450234,3 years,17.14290063,D2,6 years,debt_consolidation,678.1126551,Joint App,0
13726,615.5733595,3 years,13.25334319,C2,0 years,debt_consolidation,660.140077,Joint App,0
13727,1039.157237,3 years,7.538699983,A2,0 years,credit_card,714.0958299,Individual,0
13728,966.8821196,3 years,19.21474119,D2,8 years,debt_consolidation,656.5378813,Individual,0
13729,656.7616755,3 years,14.73460852,C2,10 years,car,657.7240261,Individual,1
13730,3452.060073,3 years,18.37174455,D4,0 years,debt_consolidation,658.7722306,Individual,1
13731,2242.127957,3 years,11.64878627,B4,10 years,debt_consolidation,679.7771332,Individual,0
13732,3454.009196,3 years,6.744843037,A4,6 years,debt_consolidation,716.0480628,Individual,0
13733,725.7764529,3 years,11.7516528,B2,10 years,debt_consolidation,656.4679506,Individual,0
13734,1013.397759,3 years,13.87456709,C2,7 years,debt_consolidation,685.2571501,Individual,1
13735,1639.891175,5 years,18.23612649,D3,10 years,debt_consolidation,655.3282046,Individual,1
13736,2538.465112,3 years,10.85208323,B3,1 year,credit_card,679.2772149,Individual,0
13737,1059.095239,3 years,18.4112617,B2,3 years,medical,695.8954811,Individual,1
13738,1158.918427,3 years,14.82526434,C2,10 years,credit_card,661.6056739,Individual,0
13739,2221.243854,3 years,18.34999372,D3,6 years,debt_consolidation,656.2951359,Individual,0
13740,1077.874419,5 years,18.17056785,C5,3 years,credit_card,717.7752239,Individual,0
13741,1512.183762,5 years,13.43076085,C2,0 years,home_improvement,678.3357783,Individual,0
13742,697.6526979,3 years,13.68418722,C2,9 years,debt_consolidation,725.3987573,Joint App,0
13743,1591.327706,3 years,11.24040776,B3,0 years,debt_consolidation,678.7283142,Individual,0
13744,2275.929083,5 years,13.64176969,C2,10 years,debt_consolidation,713.90556,Individual,0
13745,1185.69779,3 years,7.537604687,A4,10 years,debt_consolidation,657.8858338,Individual,0
13746,1540.294253,5 years,22.89449965,B1,10 years,other,699.4231356,Individual,1
13747,660.6428542,3 years,8.010634541,B4,5 years,medical,698.1279299,Individual,0
13748,3548.974471,5 years,17.91097774,D4,10 years,debt_consolidation,659.7528359,Individual,1
13749,588.6680986,3 years,17.28467877,D2,10 years,major_purchase,657.9608031,Individual,1
13750,2486.410166,3 years,11.20307769,B3,8 years,debt_consolidation,683.0931964,Individual,0
13751,2218.970821,3 years,8.524726206,A5,10 years,debt_consolidation,709.0490299,Individual,0
13752,1472.885122,5 years,6.354982928,B1,0 years,credit_card,715.0156731,Individual,0
13753,2339.825364,5 years,21.17056162,B2,0 years,debt_consolidation,657.7926367,Individual,0
13754,1207.219351,3 years,8.40535881,A5,10 years,debt_consolidation,697.158144,Individual,0
13755,1061.640789,3 years,21.61635005,A3,10 years,debt_consolidation,723.9174759,Individual,0
13756,1173.360262,3 years,7.667946683,A2,8 years,debt_consolidation,683.2938045,Individual,0
13757,1133.542662,3 years,10.68956862,B2,0 years,debt_consolidation,725.5391892,Individual,0
13758,708.0895284,3 years,8.642425956,A5,3 years,medical,664.0625796,Individual,0
13759,2383.061964,3 years,10.51489271,B1,10 years,home_improvement,731.2094515,Individual,0
13760,1136.425549,3 years,14.13022527,C5,4 years,debt_consolidation,659.6931642,Individual,1
13761,3014.563655,3 years,14.19616164,C5,9 years,house,680.3475689,Individual,0
13762,1006.803146,3 years,17.84769089,C5,6 years,house,675.5607252,Individual,1
13763,1126.705638,3 years,6.859691997,A1,4 years,debt_consolidation,790.4204295,Individual,0
13764,2406.275493,3 years,10.03570734,B2,6 years,debt_consolidation,680.220445,Individual,0
13765,1170.556024,3 years,7.954816156,A5,6 years,debt_consolidation,699.2652557,Joint App,0
13766,1584.54595,3 years,20.85363807,D5,0 years,home_improvement,677.9289952,Individual,0
13767,3283.875123,5 years,21.58764711,C3,10 years,credit_card,698.6647093,Joint App,0
13768,670.7923608,3 years,25.49256425,E1,9 years,major_purchase,659.9113603,Individual,1
13769,1192.871549,3 years,13.53641801,B5,7 years,home_improvement,715.3940662,Individual,0
13770,3507.242418,5 years,13.6751993,B4,10 years,debt_consolidation,716.2346503,Individual,0
13771,3273.384812,5 years,13.96139214,B4,10 years,home_improvement,700.3166401,Individual,1
13772,2454.189353,3 years,11.15530198,B2,0 years,debt_consolidation,681.9797695,Individual,0
13773,1111.175274,5 years,13.15507535,C5,6 years,credit_card,657.9145186,Individual,0
13774,2237.468482,5 years,21.11413766,B2,5 years,home_improvement,713.4353504,Individual,0
13775,1203.098109,3 years,25.11517347,B2,0 years,debt_consolidation,709.5353178,Individual,1
13776,3618.049261,5 years,14.06877337,C3,6 years,debt_consolidation,680.0744391,Individual,0
13777,3361.412579,3 years,14.11067494,B3,6 years,debt_consolidation,681.8633628,Individual,0
13778,598.9381228,3 years,13.88868588,C2,3 years,credit_card,656.266898,Individual,0
13779,1577.890787,5 years,19.13563419,E2,10 years,credit_card,656.4971732,Joint App,0
13780,1110.790434,3 years,10.63833812,B2,0 years,home_improvement,700.0860525,Individual,0
13781,1145.824045,3 years,24.38216984,C4,4 years,debt_consolidation,656.9057591,Individual,0
13782,1478.646626,5 years,7.749576292,A4,7 years,debt_consolidation,713.9533122,Individual,0
13783,3260.200447,5 years,6.801970666,A3,10 years,debt_consolidation,713.6197835,Individual,0
13784,1668.890032,3 years,14.0415349,B5,8 years,debt_consolidation,681.9726193,Individual,0
13785,3522.190172,5 years,13.81900509,C2,9 years,debt_consolidation,680.8716558,Individual,0
13786,3353.949416,5 years,18.49139477,D3,7 years,debt_consolidation,659.8637097,Joint App,0
13787,1653.694771,5 years,13.34196431,B4,0 years,debt_consolidation,682.5741858,Individual,1
13788,957.9431914,3 years,14.07588345,C4,1 year,credit_card,656.6926654,Individual,1
13789,1787.189014,3 years,8.654761801,A5,10 years,debt_consolidation,696.8995664,Individual,0
13790,1608.556273,5 years,13.80080978,C3,10 years,debt_consolidation,711.0528926,Individual,0
13791,1164.070658,3 years,8.450703818,C2,6 years,debt_consolidation,658.7538094,Joint App,0
13792,1091.683535,3 years,18.43976948,D1,6 years,debt_consolidation,658.4233591,Individual,1
13793,2331.299985,3 years,11.6730663,B5,10 years,credit_card,696.2980381,Individual,1
13794,3273.862918,3 years,16.83044742,D2,0 years,other,657.1943112,Individual,0
13795,1132.415387,3 years,15.08790908,D4,9 years,other,658.2229464,Individual,0
13796,553.8922732,3 years,7.68935685,A1,1 year,debt_consolidation,784.3795408,Individual,0
13797,2191.326465,3 years,18.31604438,D3,10 years,debt_consolidation,675.2854867,Individual,1
13798,1481.265441,3 years,18.32861297,D3,10 years,debt_consolidation,657.8359116,Individual,1
13799,686.8525989,5 years,13.73099523,C2,0 years,car,710.4551474,Individual,0
13800,2504.447285,5 years,11.48934183,B2,10 years,debt_consolidation,714.822102,Individual,0
13801,3280.162815,5 years,23.68822259,D4,10 years,credit_card,659.1631583,Joint App,1
13802,3215.689527,5 years,21.83146866,B2,10 years,credit_card,691.3861633,Individual,1
13803,2232.940082,3 years,8.160357108,B1,5 years,debt_consolidation,698.3006809,Individual,0
13804,666.7805018,3 years,10.17428583,B2,1 year,debt_consolidation,681.9813186,Individual,0
13805,1123.306179,3 years,18.50311498,D2,6 years,debt_consolidation,657.7750249,Individual,0
13806,2361.580988,3 years,12.86957603,A1,0 years,debt_consolidation,713.4979768,Joint App,0
13807,958.7772886,3 years,6.866728941,A4,1 year,credit_card,696.8569384,Individual,0
13808,2371.960254,3 years,10.98436263,B3,0 years,credit_card,679.8674294,Individual,0
13809,2203.418545,3 years,8.272243251,A5,10 years,debt_consolidation,712.3654042,Individual,0
13810,1554.961355,5 years,18.56699681,B5,0 years,credit_card,657.7041386,Joint App,0
13811,1125.748544,5 years,18.53623208,D3,10 years,debt_consolidation,688.3168003,Individual,1
13812,482.3964899,5 years,13.22536692,C4,4 years,other,714.8943015,Individual,0
13813,614.7025128,3 years,18.10783814,B4,6 years,debt_consolidation,658.6762777,Joint App,0
13814,2247.151224,3 years,23.12851702,D3,10 years,debt_consolidation,676.4280352,Individual,1
13815,744.4465296,3 years,14.71927558,C4,9 years,debt_consolidation,657.8758283,Individual,1
13816,1078.811343,5 years,13.43035474,B5,1 year,credit_card,699.7003829,Individual,1
13817,1013.79116,3 years,8.148942689,A2,1 year,other,657.1215725,Individual,0
13818,2095.845379,3 years,10.6799477,B2,3 years,house,716.7495495,Individual,0
13819,1088.921314,3 years,19.20637693,D4,9 years,debt_consolidation,663.1899512,Individual,0
13820,3335.812092,3 years,6.548991422,A1,2 years,home_improvement,795.0727507,Individual,0
13821,1107.647842,3 years,14.85439261,C2,1 year,debt_consolidation,655.6716863,Individual,0
13822,1170.609988,3 years,11.48429901,B4,8 years,debt_consolidation,708.4615091,Individual,1
13823,3148.325655,3 years,18.01123771,C5,6 years,house,663.2000023,Individual,0
13824,482.796535,3 years,18.94115374,C5,6 years,house,656.3746206,Individual,0
13825,2159.327982,5 years,17.48884903,A2,6 years,debt_consolidation,721.6605628,Individual,1
13826,1090.820526,3 years,6.778407055,A4,3 years,debt_consolidation,699.4228067,Individual,0
13827,2315.452394,5 years,22.41209528,D3,2 years,major_purchase,660.0737952,Individual,0
13828,1179.676771,3 years,24.06535407,E2,8 years,debt_consolidation,670.3860085,Individual,0
13829,1164.276492,3 years,18.41550586,A5,10 years,credit_card,678.3147916,Individual,0
13830,1633.407296,3 years,14.10282634,C2,9 years,debt_consolidation,683.1254076,Individual,0
13831,1231.898302,3 years,18.30198193,C4,3 years,debt_consolidation,678.6557853,Individual,0
13832,3516.621556,5 years,11.51682064,B3,10 years,debt_consolidation,676.6149531,Individual,1
13833,3035.261536,3 years,7.876626794,A1,7 years,debt_consolidation,783.1179076,Individual,0
13834,1128.631234,3 years,19.19198437,D5,7 years,debt_consolidation,662.6444001,Individual,1
13835,1189.076476,3 years,12.74977309,C4,10 years,credit_card,666.1403668,Individual,0
13836,1649.725691,3 years,14.45702403,D3,0 years,debt_consolidation,677.9089583,Individual,1
13837,2197.605065,3 years,7.875269645,A5,5 years,debt_consolidation,722.6049819,Individual,0
13838,671.7826107,3 years,13.40935799,B4,7 years,car,657.4670302,Individual,0
13839,1168.516293,3 years,11.91908583,B5,9 years,debt_consolidation,656.8031351,Individual,0
13840,1215.473341,3 years,10.23436048,B1,3 years,debt_consolidation,659.7542526,Individual,0
13841,1167.678762,3 years,6.905218828,D3,10 years,credit_card,706.1328977,Individual,1
13842,3235.81739,3 years,10.26033658,B2,10 years,home_improvement,706.3807237,Individual,0
13843,1006.445675,3 years,7.011168287,A3,5 years,credit_card,714.9849078,Individual,0
13844,2997.148115,3 years,18.50729847,D4,6 years,credit_card,658.2505993,Individual,0
13845,1673.180254,3 years,8.497595336,A5,7 years,debt_consolidation,709.5725779,Individual,0
13846,3540.309392,5 years,21.31021148,D5,3 years,debt_consolidation,769.2427473,Joint App,0
13847,1048.564671,3 years,14.41947559,C5,6 years,house,675.0797729,Individual,1
13848,1663.440469,5 years,6.7581595,A2,9 years,credit_card,725.0525744,Individual,0
13849,1115.671673,3 years,11.15245099,B4,1 year,debt_consolidation,679.0065433,Individual,0
13850,1167.361364,3 years,11.19197972,B3,0 years,credit_card,680.6362089,Joint App,0
13851,1088.558651,3 years,10.65896919,D3,2 years,debt_consolidation,658.695456,Individual,1
13852,1161.629351,3 years,8.238540919,A5,0 years,debt_consolidation,713.0260286,Individual,0
13853,2380.8482,5 years,14.50387588,C2,5 years,debt_consolidation,663.1298727,Individual,0
13854,3310.521565,3 years,6.611537559,A1,10 years,debt_consolidation,791.7932002,Individual,0
13855,1569.11745,5 years,13.35992817,C1,10 years,debt_consolidation,668.1223912,Individual,1
13856,1213.903079,3 years,7.758132454,A4,10 years,debt_consolidation,713.3210118,Individual,0
13857,523.2248045,3 years,18.08406035,C4,5 years,home_improvement,657.3554952,Individual,0
13858,1124.936509,3 years,17.51751509,D2,9 years,other,679.8422242,Individual,0
13859,3484.42098,3 years,18.68251604,D4,2 years,debt_consolidation,773.5680483,Individual,1
13860,566.6484408,3 years,14.81815144,C5,6 years,house,677.3140332,Individual,1
13861,2293.83499,3 years,7.38695655,A1,3 years,debt_consolidation,711.4481044,Individual,0
13862,977.2093476,3 years,21.50451409,A3,10 years,other,657.2932186,Individual,0
13863,3366.390657,5 years,7.720050118,C1,10 years,debt_consolidation,696.0765051,Individual,0
13864,1717.198025,3 years,10.78295899,B2,10 years,debt_consolidation,680.1950627,Individual,1
13865,1115.851371,5 years,23.51226519,D4,10 years,credit_card,663.7544415,Individual,0
13866,3501.543769,5 years,11.48645792,D2,0 years,debt_consolidation,707.3452172,Individual,0
13867,2276.105214,5 years,17.49374723,D3,0 years,debt_consolidation,658.6508895,Individual,0
13868,1178.860086,5 years,24.56881078,D5,0 years,debt_consolidation,659.0784729,Individual,0
13869,1635.219922,3 years,8.568064858,A5,10 years,debt_consolidation,719.2784021,Individual,0
13870,1142.130334,3 years,10.80989085,B4,4 years,home_improvement,664.158166,Individual,1
13871,2321.65943,3 years,10.50408488,B2,0 years,debt_consolidation,678.1094942,Individual,0
13872,3462.05127,5 years,18.26200952,D3,10 years,debt_consolidation,658.7656736,Individual,0
13873,1494.841624,5 years,23.92070008,B3,0 years,credit_card,660.6764913,Joint App,0
13874,2565.283307,3 years,11.9219723,C5,10 years,credit_card,677.018014,Individual,0
13875,2401.254775,5 years,18.48967143,D4,10 years,credit_card,683.0615183,Individual,0
13876,690.0682267,3 years,11.03001192,B1,10 years,debt_consolidation,678.0933087,Individual,0
13877,722.2650672,3 years,8.462041904,B1,10 years,debt_consolidation,657.1193311,Individual,0
13878,1584.02795,5 years,18.25340905,D3,2 years,debt_consolidation,659.3403143,Individual,0
13879,728.0255451,3 years,12.96102964,C2,5 years,debt_consolidation,660.9572875,Individual,0
13880,3433.345283,3 years,8.354235272,A5,8 years,small_business,707.3261333,Individual,0
13881,1598.425949,3 years,7.920726541,A2,9 years,credit_card,659.1234656,Individual,0
13882,1223.359566,3 years,14.8524543,C2,10 years,credit_card,677.9873827,Individual,0
13883,3155.118427,3 years,13.04757294,C3,3 years,home_improvement,687.4171486,Individual,0
13884,1062.727329,3 years,13.65170131,C4,3 years,other,683.4127904,Individual,0
13885,668.224079,3 years,8.337828875,A5,9 years,credit_card,714.7281343,Individual,0
13886,1419.521422,3 years,14.55461847,C5,3 years,house,679.9033676,Individual,1
13887,1145.736672,3 years,14.28499159,C2,0 years,debt_consolidation,680.3802154,Individual,1
13888,2412.745482,5 years,24.94257176,E2,4 years,debt_consolidation,681.1875569,Individual,0
13889,2131.514289,5 years,23.7620127,E5,9 years,major_purchase,664.9416487,Individual,1
13890,2112.506086,3 years,14.5801074,C5,3 years,house,682.1643126,Individual,0
13891,2276.742203,3 years,11.63351403,B3,7 years,credit_card,691.1324025,Individual,0
13892,705.6112444,3 years,13.64241825,B4,3 years,home_improvement,662.7683989,Individual,1
13893,2397.295356,5 years,13.28483183,C1,10 years,debt_consolidation,711.681668,Individual,0
13894,3374.659433,5 years,19.4136799,D3,0 years,credit_card,679.0671051,Individual,1
13895,1183.213311,3 years,7.755813565,A5,10 years,credit_card,712.1377155,Individual,0
13896,1239.391719,3 years,11.47118376,B3,10 years,credit_card,679.0309512,Individual,0
13897,1116.027143,5 years,13.9456475,C4,6 years,debt_consolidation,714.5969716,Individual,1
13898,707.9811546,3 years,10.68579985,B2,0 years,medical,658.4509374,Individual,0
13899,2484.337243,3 years,10.93494904,B3,10 years,debt_consolidation,678.0156444,Individual,0
13900,723.7248008,3 years,8.77757086,A5,10 years,debt_consolidation,656.1666986,Individual,0
13901,1212.079097,3 years,7.770010003,B1,10 years,debt_consolidation,696.3249809,Individual,0
13902,2328.726599,3 years,23.93452389,D4,0 years,debt_consolidation,680.1716161,Joint App,0
13903,1460.754752,5 years,14.72155281,C3,5 years,credit_card,662.5088505,Individual,0
13904,1246.927354,5 years,25.18726777,B2,8 years,debt_consolidation,658.8237471,Individual,1
13905,1131.41151,3 years,10.73826051,B3,6 years,debt_consolidation,660.7643299,Individual,0
13906,1221.739115,3 years,12.62017661,C1,1 year,debt_consolidation,659.173289,Individual,0
13907,1183.179561,3 years,11.82464463,B3,2 years,debt_consolidation,678.123256,Individual,0
13908,1218.539791,3 years,10.85533959,B4,10 years,debt_consolidation,659.7010815,Individual,0
13909,699.6955947,3 years,10.83271574,B4,0 years,other,778.4355479,Individual,0
13910,1076.659459,3 years,6.783498389,D3,0 years,other,694.1538515,Individual,0
13911,1048.203664,3 years,5.924348395,C4,4 years,credit_card,717.1951073,Individual,0
13912,1062.619536,3 years,19.0636791,C5,6 years,debt_consolidation,665.1134613,Individual,1
13913,1119.172388,3 years,24.92661764,E2,5 years,debt_consolidation,657.7052675,Individual,1
13914,1551.936785,3 years,14.30698668,C2,6 years,debt_consolidation,683.8708767,Individual,0
13915,1597.630752,3 years,10.70330143,B3,10 years,debt_consolidation,714.9471788,Individual,1
13916,1507.886538,5 years,13.73301309,B4,0 years,debt_consolidation,714.0366318,Individual,0
13917,629.8445652,3 years,17.57405948,D3,10 years,medical,656.4887872,Individual,1
13918,2205.459683,3 years,8.397092113,A5,1 year,debt_consolidation,696.4031715,Individual,0
13919,2264.316604,5 years,18.90131535,D4,10 years,credit_card,699.3967894,Individual,1
13920,2460.144497,5 years,13.57605105,C2,2 years,debt_consolidation,678.8784883,Individual,0
13921,1005.185652,3 years,8.264017682,A4,10 years,debt_consolidation,712.7167019,Individual,0
13922,2488.801676,5 years,11.84869001,B3,8 years,debt_consolidation,707.0603621,Individual,1
13923,1136.98873,3 years,14.72835852,C5,8 years,debt_consolidation,656.9556455,Individual,0
13924,2358.686133,3 years,8.387853755,A5,0 years,debt_consolidation,678.8565632,Individual,0
13925,2249.711302,3 years,22.46547097,D2,10 years,major_purchase,659.0518545,Individual,0
13926,1069.063111,3 years,6.980106375,A2,10 years,debt_consolidation,661.1480914,Individual,0
13927,3287.663814,5 years,11.0368773,B3,10 years,debt_consolidation,665.510055,Individual,0
13928,648.6852517,3 years,21.52299477,C4,5 years,other,735.6702012,Individual,0
13929,3144.675883,5 years,25.10890403,D4,10 years,debt_consolidation,658.9795227,Individual,1
13930,1102.235311,3 years,14.17442418,B4,10 years,other,657.4689683,Individual,1
13931,1052.848704,3 years,6.848975104,A1,0 years,credit_card,794.4877102,Joint App,0
13932,2293.82515,5 years,18.58545534,C5,10 years,debt_consolidation,659.8934433,Individual,1
